Waktu,Samarinda,Balikpapan,Sendawar,Tarakan,Tanjungselor,Malinau,Palangkaraya,Purukcahu,Pangkalanbun,Banjarmasin,KotaBaru,Barabai,Pontianak,Ketapang,Sintang
Feb-06,29.05577708,53.06511178,191.3312968,96.22622042,67.08790455,96.50048447,215.3300429,142.7839205,79.00986813,289.1342873,62.46489817,123.3451359,43.26965675,112.5630969,141.8055915
Mar-06,17.36852024,15.9811106,85.08663947,99.55480174,86.91520763,114.3548746,109.9214228,143.8006074,45.79312735,34.81511763,24.16895688,41.39364557,69.67982662,70.84277468,137.0907699
Apr-06,77.41000019,84.02000105,214.4000016,89.8700006,96.81000024,124.8400001,194.4100001,124.1800001,81.20000044,51.91999962,47.1699997,70.77999996,71.45999937,101.4600005,164.8800005
May-06,86.46999925,86.01000069,98.19000003,94.51999995,92.27999961,131.36,141.6999994,115.7599997,77.22000033,146.4399995,75.7299996,66.85000027,69.96000024,70.70999935,141.809999
Jun-06,132.3899984,110.6799999,48.6500002,91.7599996,84.14999935,181.4400012,67.03999944,61.20999962,57.77999991,48.5500005,67.5200001,94.79999953,118.7200013,75.63999933,130.7499997
Jul-06,39.22999939,47.19000044,52.54999967,60.27000046,50.44000044,167.7999992,42.49000049,39.12999983,12.60000014,25.1299998,16.88999974,17.50999982,19.1999999,7.590000033,35.3499999
Aug-06,52.75000007,48.23999993,41.97999984,48.34999958,51.80000027,98.85000071,72.5,25.44000028,5.129999965,83.05000041,28.40999976,51.91000004,0.25999999,0,12.44
Sep-06,94.47999921,84.26999944,59.78999968,76.94999975,63.87999964,107.5999991,68.65999919,65.31999895,18.91000003,71.09999973,62.40999937,65.23000008,1.100000009,20.62999982,23.56999952
Oct-06,38.09000011,32.39000002,54.94000047,72.76000005,58.02999979,70.46999973,64.46000002,40.29000005,22.24999952,56.76999928,52.27999961,63.05000036,0,10.12999988,3.960000038
Nov-06,134.8899992,94.18000051,180.1800012,75.83999982,63.0200009,83.28000027,101.6300007,122.4600003,148.01,83.83000017,38.27999966,81.70999981,56.32000102,86.5299999,114.0400012
Dec-06,163.5999999,115.2999997,238.4299995,62.47999987,82.17999989,92.90999967,206.4100018,174.4900004,130.4699993,215.7399984,125.8800004,197.100001,87.84999972,139.5399998,154.7200002
Jan-07,147.0799991,107.3399993,188.8999989,134.4899989,157.7099997,212.93,144.6400005,125.5899998,71.52000043,255.3799973,61.85999965,193.4399983,39.77000078,96.48000062,123.72
Feb-07,66.72999949,77.10000035,118.5199995,36.93999964,36.12999955,33.48000002,175.9399999,120.5799984,103.7000006,107.0900001,28.69999955,100.7600006,90.64999987,89.69000006,103.3499997
Mar-07,33.3668864,32.27490775,107.9178205,91.56063423,57.59143884,63.5483273,120.3706368,99.4019096,96.9949014,59.74587069,43.60369665,65.49416026,39.81716785,108.0755474,103.7977785
Apr-07,46.36000045,39.52999952,106.5399993,58.60999936,68.82000014,73.83000061,144.8700002,181.7799994,114.4900003,57.34000003,37.69999988,56.83000018,125.7199992,159.7100005,199.9899991
May-07,57.05000071,49.65999943,91.90000032,103.2900002,106.7999995,144.1999995,128.3200006,79.78999977,79.25999978,57.43000025,38.88000004,64.51000037,109.0899998,88.93000028,151.0199988
