Waktu,Samarinda,Balikpapan,Sendawar,Tarakan,Tanjungselor,Malinau,Palangkaraya,Purukcahu,Pangkalanbun,Banjarmasin,KotaBaru,Barabai,Pontianak,Ketapang,Sintang
Jun-04,51.30000048,49.33000032,56.53999928,34.30999973,36.99999982,76.12000042,14.70999989,36.86999986,11.03,9.389999973,29.75000001,29.91000029,19.47999968,13.14999984,38.72999975
Jul-04,94.40999952,108.2100012,92.97999957,116.4799994,82.68000057,129.9800005,112.6899999,101.6499997,114.6300001,72.29000063,69.08999991,93.28999956,25.68000025,47.08000031,139.2400005
Aug-04,12.93,13.72000007,71.20999999,47.8200002,36.17000027,52.01000033,64.69999883,77.7899995,1.670000017,29.09999998,16.15999986,23.08999959,0,0,2.230000019
Sep-04,83.11035047,84.17621699,99.39084312,112.6773057,107.8541381,101.8749122,132.2461458,113.5288867,103.8981387,101.0730176,72.14261672,102.1688798,3.842380021,72.52783843,84.77177403
Oct-04,64.51999936,60.28999888,114.7100003,30.0399999,30.7499999,78.87999937,69.22000039,55.84999999,85.84,112.760002,78.71000029,75.0600004,10.6000002,76.15999958,56.08999932
Nov-04,108.9299993,92.32999993,187.8700003,50.42999944,42.74000028,88.10999969,134.1800001,136.6900004,179.9099995,101.3900002,59.40999983,102.6800007,69.96000048,74.26999943,107.1100004
Dec-04,201.3699996,238.5700013,247.0599981,49.36000016,85.84000027,173.3199993,178.6400004,193.6600001,123.4799994,269.3100015,152.4199991,253.9900007,78.44000025,138.1299987,125.3700013
Jan-05,73.08999993,94.89000062,45.2299999,19.21000016,31.05999997,93.55999994,199.4799978,67.3200002,73.72999999,182.0299994,54.45000045,108.4400006,42.93999967,69.3800001,101.4699987
Feb-05,1.540000014,2.570000054,95.45000088,17.12999988,20.29999965,42.25999975,158.7200004,94.92000011,114.6899999,80.37999871,8.309999909,19.06999964,84.68000013,95.24999985,136.0000012
Mar-05,46.49000002,29.34000005,118.4200007,66.23000002,54.0899995,45.93000054,136.8899999,153.8900018,96.30999941,64.12000031,15.94999977,41.01999965,72.32999995,121.8799988,104.1300001
Apr-05,33.38999993,31.42000039,48.85000028,40.63,48.32999974,118,228.5499993,104.2799984,79.83999994,28.74999988,23.44999989,38.78000014,93.81999941,122.87,143.8999995
May-05,95.57999959,91.47000005,65.7499993,112.4900008,90.3900001,173.7299995,154.6599982,104.5699993,144.9300001,96.7099999,66.15999968,94.2900008,35.37999997,93.58999884,111.7699996
Jun-05,87.6599996,107.6599993,82.62999953,68.41999957,85.96999969,134.7299992,101.8699998,119.2799991,72.42000026,45.99000047,86.71000001,86.34000028,14.40999982,20.39999992,112.3999997
Jul-05,98.68999898,85.06000012,74.99000032,51.12999979,48.75,120.1699996,67.62000052,83.52000032,70.92999953,53.30000035,44.65999943,53.78999971,49.55999999,61.5999994,55.90000015
Aug-05,50.69000022,60.0400006,74.33000003,53.90999992,47.32000016,136.3,145.3800011,82.14999849,30.22999999,77.23999945,50.04000016,67.94999957,37.12000027,58.61999986,88.5000003
Sep-05,62.73007245,72.97041482,48.1305668,71.42888772,56.88712166,115.3090354,131.4466451,55.43890235,87.21420222,50.77509906,52.76160496,46.89844749,35.47509976,58.1745629,53.81814139
Oct-05,165.959999,149.5799994,205.7999982,63.23000026,61.43000032,200.8700002,161.6700001,173.4599995,145.5399997,87.87999984,64.0200001,144.3700001,112.3100007,135.6300003,164.4500009
Nov-05,158.2900001,134.7299991,86.72000062,66.98999932,65.51999961,189.2399987,160.4399991,105.4400008,99.54999992,91.78000021,81.74000002,109.4699994,66.85000011,171.4000001,178.7100011
Dec-05,104.9300002,79.52999979,96.96999952,61.97999981,86.16999909,191.0699999,124.6799997,90.39000082,73.12000048,98.95999958,57.55000026,98.45000038,87.8100004,93.93000096,81.12999991
Jan-06,173.6539057,172.0948484,165.3084047,81.21523038,63.19570064,119.1385722,133.6932707,102.1687668,66.18560406,164.6928611,63.34699094,135.0280519,42.39776826,62.93422347,103.0985047
